v8-version,8,1,307,31,-node.33,0
code-creation,Builtin,3,5000,0x7ff75b1ddfd0,520,AsyncModuleEvaluate
code-creation,Builtin,3,5000,0x7ff75b1de1f0,12,CallAsyncModuleFulfilled
code-creation,Builtin,3,5000,0x7ff75b1de210,12,CallAsyncModuleRejected
code-creation,Builtin,3,5000,0x7ff75b1de230,6160,ArrayPrototypeCopyWithin
code-creation,Builtin,3,5000,0x7ff75b1dfa50,214,ArrayEveryLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1dfb30,615,ArrayEveryLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1dfdb0,3508,ArrayEveryLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1e0b70,1514,ArrayEvery
code-creation,Builtin,3,5000,0x7ff75b1e1170,274,ArrayFilterLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e1290,961,ArrayFilterLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e1670,3848,ArrayFilterLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1e2590,4544,ArrayFilter
code-creation,Builtin,3,5000,0x7ff75b1e3770,206,ArrayFindLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e3850,53,ArrayFindLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e3890,318,ArrayFindLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e39d0,598,ArrayFindLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1e3c30,1506,ArrayPrototypeFind
code-creation,Builtin,3,5000,0x7ff75b1e4230,206,ArrayFindIndexLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e4310,53,ArrayFindIndexLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e4350,318,ArrayFindIndexLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e4490,598,ArrayFindIndexLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1e46f0,1514,ArrayPrototypeFindIndex
code-creation,Builtin,3,5000,0x7ff75b1e4cf0,214,ArrayForEachLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e4dd0,214,ArrayForEachLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1e4eb0,3324,ArrayForEachLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1e5bb0,1366,ArrayForEach
code-creation,Builtin,3,5000,0x7ff75b1e6110,4096,ArrayFrom
code-creation,Builtin,3,5000,0x7ff75b1e7130,166,ArrayIsArray
code-creation,Builtin,3,5000,0x7ff75b1e71f0,438,LoadJoinElement_DictionaryElements_0
code-creation,Builtin,3,5000,0x7ff75b1e73b0,44,LoadJoinElement_FastSmiOrObjectElements_0
code-creation,Builtin,3,5000,0x7ff75b1e73f0,161,LoadJoinElement_FastDoubleElements_0
code-creation,Builtin,3,5000,0x7ff75b1e74b0,402,ConvertToLocaleString
code-creation,Builtin,3,5000,0x7ff75b1e7650,874,JoinStackPush
code-creation,Builtin,3,5000,0x7ff75b1e79d0,350,JoinStackPop
code-creation,Builtin,3,5000,0x7ff75b1e7b30,6192,ArrayPrototypeJoin
code-creation,Builtin,3,5000,0x7ff75b1e9370,6032,ArrayPrototypeToLocaleString
code-creation,Builtin,3,5000,0x7ff75b1eab10,329,ArrayPrototypeToString
code-creation,Builtin,3,5000,0x7ff75b1eac70,5436,TypedArrayPrototypeJoin
code-creation,Builtin,3,5000,0x7ff75b1ec1b0,5264,TypedArrayPrototypeToLocaleString
code-creation,Builtin,3,5000,0x7ff75b1ed650,3948,ArrayPrototypeLastIndexOf
code-creation,Builtin,3,5000,0x7ff75b1ee5d0,238,ArrayMapLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1ee6d0,540,ArrayMapLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1ee8f0,3426,ArrayMapLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1ef670,4291,ArrayMap
code-creation,Builtin,3,5000,0x7ff75b1f0750,998,ArrayOf
code-creation,Builtin,3,5000,0x7ff75b1f0b50,443,ArrayReduceRightPreLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f0d10,206,ArrayReduceRightLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f0df0,206,ArrayReduceRightLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f0ed0,3218,ArrayReduceRightLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1f1b70,2032,ArrayReduceRight
code-creation,Builtin,3,5000,0x7ff75b1f2370,170,ArrayReducePreLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f2430,206,ArrayReduceLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f2510,206,ArrayReduceLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f25f0,3386,ArrayReduceLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1f3330,1644,ArrayReduce
code-creation,Builtin,3,5000,0x7ff75b1f39b0,3581,ArrayPrototypeReverse
code-creation,Builtin,3,5000,0x7ff75b1f47b0,4280,ArrayPrototypeShift
code-creation,Builtin,3,5000,0x7ff75b1f5870,5426,ArrayPrototypeSlice
code-creation,Builtin,3,5000,0x7ff75b1f6db0,214,ArraySomeLoopEagerDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f6e90,575,ArraySomeLoopLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b1f70d0,3492,ArraySomeLoopContinuation
code-creation,Builtin,3,5000,0x7ff75b1f7e90,1498,ArraySome
code-creation,Builtin,3,5000,0x7ff75b1f8470,15450,ArrayPrototypeSplice
code-creation,Builtin,3,5000,0x7ff75b1fc0d0,3646,ArrayPrototypeUnshift
code-creation,Builtin,3,5000,0x7ff75b1fcf10,452,ToString
code-creation,Builtin,3,5000,0x7ff75b1fd0f0,3392,FastCreateDataProperty
code-creation,Builtin,3,5000,0x7ff75b1fde50,724,CheckNumberInRange
code-creation,Builtin,3,5000,0x7ff75b1fe130,1304,BigIntAddNoThrow
code-creation,Builtin,3,5000,0x7ff75b1fe650,1426,BigIntAdd
code-creation,Builtin,3,5000,0x7ff75b1febf0,1304,BigIntSubtractNoThrow
code-creation,Builtin,3,5000,0x7ff75b1ff110,1426,BigIntSubtract
code-creation,Builtin,3,5000,0x7ff75b1ff6b0,318,BigIntUnaryMinus
code-creation,Builtin,3,5000,0x7ff75b1ff7f0,994,BooleanConstructor
code-creation,Builtin,3,5000,0x7ff75b1ffbf0,178,BooleanPrototypeToString
code-creation,Builtin,3,5000,0x7ff75b1ffcb0,174,BooleanPrototypeValueOf
code-creation,Builtin,3,5000,0x7ff75b1ffd70,174,StringPrototypeToString
code-creation,Builtin,3,5000,0x7ff75b1ffe30,174,StringPrototypeValueOf
code-creation,Builtin,3,5000,0x7ff75b1ffef0,2820,StringToList
code-creation,Builtin,3,5000,0x7ff75b200a10,1157,StringPrototypeCharAt
code-creation,Builtin,3,5000,0x7ff75b200eb0,799,StringPrototypeCharCodeAt
code-creation,Builtin,3,5000,0x7ff75b2011d0,1386,StringPrototypeCodePointAt
code-creation,Builtin,3,5000,0x7ff75b201750,496,StringPrototypeConcat
code-creation,Builtin,3,5000,0x7ff75b201950,1106,StringConstructor
code-creation,Builtin,3,5000,0x7ff75b201db0,554,StringAddConvertLeft
code-creation,Builtin,3,5000,0x7ff75b201ff0,566,StringAddConvertRight
code-creation,Builtin,3,5000,0x7ff75b202230,892,StringCharAt
code-creation,Builtin,3,5000,0x7ff75b2025b0,330,FastConsoleAssert
code-creation,Builtin,3,5000,0x7ff75b202710,194,DataViewPrototypeGetBuffer
code-creation,Builtin,3,5000,0x7ff75b2027f0,383,DataViewPrototypeGetByteLength
code-creation,Builtin,3,5000,0x7ff75b202970,383,DataViewPrototypeGetByteOffset
code-creation,Builtin,3,5000,0x7ff75b202af0,661,DataViewPrototypeGetUint8
code-creation,Builtin,3,5000,0x7ff75b202d90,661,DataViewPrototypeGetInt8
code-creation,Builtin,3,5000,0x7ff75b203030,758,DataViewPrototypeGetUint16
code-creation,Builtin,3,5000,0x7ff75b203330,758,DataViewPrototypeGetInt16
code-creation,Builtin,3,5000,0x7ff75b203630,924,DataViewPrototypeGetUint32
code-creation,Builtin,3,5000,0x7ff75b2039d0,794,DataViewPrototypeGetInt32
code-creation,Builtin,3,5000,0x7ff75b203cf0,968,DataViewPrototypeGetFloat32
code-creation,Builtin,3,5000,0x7ff75b2040d0,1032,DataViewPrototypeGetFloat64
code-creation,Builtin,3,5000,0x7ff75b2044f0,1228,DataViewPrototypeGetBigUint64
code-creation,Builtin,3,5000,0x7ff75b2049d0,1256,DataViewPrototypeGetBigInt64
code-creation,Builtin,3,5000,0x7ff75b204ed0,1100,DataViewPrototypeSetUint8
code-creation,Builtin,3,5000,0x7ff75b205330,1100,DataViewPrototypeSetInt8
code-creation,Builtin,3,5000,0x7ff75b205790,1236,DataViewPrototypeSetUint16
code-creation,Builtin,3,5000,0x7ff75b205c70,1236,DataViewPrototypeSetInt16
code-creation,Builtin,3,5000,0x7ff75b206150,1276,DataViewPrototypeSetUint32
code-creation,Builtin,3,5000,0x7ff75b206650,1276,DataViewPrototypeSetInt32
code-creation,Builtin,3,5000,0x7ff75b206b50,1240,DataViewPrototypeSetFloat32
code-creation,Builtin,3,5000,0x7ff75b207030,1304,DataViewPrototypeSetFloat64
code-creation,Builtin,3,5000,0x7ff75b207550,1098,DataViewPrototypeSetBigUint64
code-creation,Builtin,3,5000,0x7ff75b2079b0,1098,DataViewPrototypeSetBigInt64
code-creation,Builtin,3,5000,0x7ff75b207e10,120,IncBlockCounter
code-creation,Builtin,3,5000,0x7ff75b207e90,171,GetIteratorWithFeedback
code-creation,Builtin,3,5000,0x7ff75b207f50,377,CallIteratorWithFeedback
code-creation,Builtin,3,5000,0x7ff75b2080d0,323,MathAbs
code-creation,Builtin,3,5000,0x7ff75b208230,471,MathCeil
code-creation,Builtin,3,5000,0x7ff75b208410,471,MathFloor
code-creation,Builtin,3,5000,0x7ff75b2085f0,539,MathRound
code-creation,Builtin,3,5000,0x7ff75b208810,471,MathTrunc
code-creation,Builtin,3,5000,0x7ff75b2089f0,428,MathPow
code-creation,Builtin,3,5000,0x7ff75b208bb0,466,MathMax
code-creation,Builtin,3,5000,0x7ff75b208d90,474,MathMin
code-creation,Builtin,3,5000,0x7ff75b208f70,351,MathAcos
code-creation,Builtin,3,5000,0x7ff75b2090d0,351,MathAcosh
code-creation,Builtin,3,5000,0x7ff75b209230,351,MathAsin
code-creation,Builtin,3,5000,0x7ff75b209390,351,MathAsinh
code-creation,Builtin,3,5000,0x7ff75b2094f0,351,MathAtan
code-creation,Builtin,3,5000,0x7ff75b209650,460,MathAtan2
code-creation,Builtin,3,5000,0x7ff75b209830,351,MathAtanh
code-creation,Builtin,3,5000,0x7ff75b209990,351,MathCbrt
code-creation,Builtin,3,5000,0x7ff75b209af0,186,MathClz32
code-creation,Builtin,3,5000,0x7ff75b209bb0,351,MathCos
code-creation,Builtin,3,5000,0x7ff75b209d10,351,MathCosh
code-creation,Builtin,3,5000,0x7ff75b209e70,351,MathExp
code-creation,Builtin,3,5000,0x7ff75b209fd0,351,MathExpm1
code-creation,Builtin,3,5000,0x7ff75b20a130,291,MathFround
code-creation,Builtin,3,5000,0x7ff75b20a270,335,MathImul
code-creation,Builtin,3,5000,0x7ff75b20a3d0,351,MathLog
code-creation,Builtin,3,5000,0x7ff75b20a530,351,MathLog1p
code-creation,Builtin,3,5000,0x7ff75b20a690,351,MathLog10
code-creation,Builtin,3,5000,0x7ff75b20a7f0,351,MathLog2
code-creation,Builtin,3,5000,0x7ff75b20a950,351,MathSin
code-creation,Builtin,3,5000,0x7ff75b20aab0,182,MathSign
code-creation,Builtin,3,5000,0x7ff75b20ab70,351,MathSinh
code-creation,Builtin,3,5000,0x7ff75b20acd0,283,MathSqrt
code-creation,Builtin,3,5000,0x7ff75b20adf0,351,MathTan
code-creation,Builtin,3,5000,0x7ff75b20af50,351,MathTanh
code-creation,Builtin,3,5000,0x7ff75b20b0b0,1178,MathHypot
code-creation,Builtin,3,5000,0x7ff75b20b550,338,MathRandom
code-creation,Builtin,3,5000,0x7ff75b20b6b0,1828,NumberPrototypeToString
code-creation,Builtin,3,5000,0x7ff75b20bdf0,3448,ObjectFromEntries
code-creation,Builtin,3,5000,0x7ff75b20cb70,755,CreateObjectWithoutProperties
code-creation,Builtin,3,5000,0x7ff75b20ce70,163,ObjectIsExtensible
code-creation,Builtin,3,5000,0x7ff75b20cf30,167,ObjectPreventExtensions
code-creation,Builtin,3,5000,0x7ff75b20cff0,188,ObjectGetPrototypeOf
code-creation,Builtin,3,5000,0x7ff75b20d0b0,333,ObjectSetPrototypeOf
code-creation,Builtin,3,5000,0x7ff75b20d210,781,FulfillPromise
code-creation,Builtin,3,5000,0x7ff75b20d530,954,RejectPromise
code-creation,Builtin,3,5000,0x7ff75b20d8f0,2238,NewPromiseCapability
code-creation,Builtin,3,5000,0x7ff75b20e1b0,159,PromiseCapabilityDefaultReject
code-creation,Builtin,3,5000,0x7ff75b20e250,155,PromiseCapabilityDefaultResolve
code-creation,Builtin,3,5000,0x7ff75b20e2f0,1036,PerformPromiseThen
code-creation,Builtin,3,5000,0x7ff75b20e710,523,PromiseReject
code-creation,Builtin,3,5000,0x7ff75b20e930,346,PromiseGetCapabilitiesExecutor
code-creation,Builtin,3,5000,0x7ff75b20ea90,122,PromiseConstructorLazyDeoptContinuation
code-creation,Builtin,3,5000,0x7ff75b20eb10,4892,PromiseAll
code-creation,Builtin,3,5000,0x7ff75b20fe30,5240,PromiseAllSettled
code-creation,Builtin,3,5000,0x7ff75b2112b0,1270,PromiseAllResolveElementClosure
code-creation,Builtin,3,5000,0x7ff75b2117b0,1568,PromiseAllSettledResolveElementClosure
code-creation,Builtin,3,5000,0x7ff75b211df0,1576,PromiseAllSettledRejectElementClosure
code-creation,Builtin,3,5000,0x7ff75b212430,2724,PromiseConstructor
code-creation,Builtin,3,5000,0x7ff75b212ef0,292,PromisePrototypeCatch
code-creation,Builtin,3,5000,0x7ff75b213030,81,PromiseValueThunkFinally
code-creation,Builtin,3,5000,0x7ff75b213090,106,PromiseThrowerFinally
code-creation,Builtin,3,5000,0x7ff75b213110,832,PromiseCatchFinally
code-creation,Builtin,3,5000,0x7ff75b213470,832,PromiseThenFinally
code-creation,Builtin,3,5000,0x7ff75b2137d0,1620,PromisePrototypeFinally
code-creation,Builtin,3,5000,0x7ff75b213e30,1776,PromiseRace
code-creation,Builtin,3,5000,0x7ff75b214530,392,PromiseFulfillReactionJob
code-creation,Builtin,3,5000,0x7ff75b2146d0,660,PromiseRejectReactionJob
code-creation,Builtin,3,5000,0x7ff75b214970,175,PromiseResolveTrampoline
code-creation,Builtin,3,5000,0x7ff75b214a30,538,PromiseResolve
code-creation,Builtin,3,5000,0x7ff75b214c50,636,ResolvePromise
code-creation,Builtin,3,5000,0x7ff75b214ed0,1806,PromisePrototypeThen
code-creation,Builtin,3,5000,0x7ff75b2155f0,1096,PromiseResolveThenableJob
code-creation,Builtin,3,5000,0x7ff75b215a50,509,ProxyConstructor
code-creation,Builtin,3,5000,0x7ff75b215c50,1898,ProxyDeleteProperty
code-creation,Builtin,3,5000,0x7ff75b2163d0,2260,ProxyGetProperty
code-creation,Builtin,3,5000,0x7ff75b216cb0,1257,ProxyGetPrototypeOf
code-creation,Builtin,3,5000,0x7ff75b2171b0,1758,ProxyHasProperty
code-creation,Builtin,3,5000,0x7ff75b217890,882,ProxyIsExtensible
code-creation,Builtin,3,5000,0x7ff75b217c10,949,ProxyPreventExtensions
code-creation,Builtin,3,5000,0x7ff75b217fd0,1150,ProxyRevocable
code-creation,Builtin,3,5000,0x7ff75b218450,113,ProxyRevoke
code-creation,Builtin,3,5000,0x7ff75b2184d0,2378,ProxySetProperty
code-creation,Builtin,3,5000,0x7ff75b218e30,1502,ProxySetPrototypeOf
code-creation,Builtin,3,5000,0x7ff75b219410,216,ReflectIsExtensible
code-creation,Builtin,3,5000,0x7ff75b2194f0,220,ReflectPreventExtensions
code-creation,Builtin,3,5000,0x7ff75b2195d0,216,ReflectGetPrototypeOf
code-creation,Builtin,3,5000,0x7ff75b2196b0,297,ReflectSetPrototypeOf
code-creation,Builtin,3,5000,0x7ff75b2197f0,376,ReflectGet
code-creation,Builtin,3,5000,0x7ff75b219970,175,ReflectDeleteProperty
code-creation,Builtin,3,5000,0x7ff75b219a30,167,ReflectHas
code-creation,Builtin,3,5000,0x7ff75b219af0,4870,RegExpPrototypeExecSlow
code-creation,Builtin,3,5000,0x7ff75b21ae10,4916,RegExpPrototypeExec
code-creation,Builtin,3,5000,0x7ff75b21c150,2704,RegExpPrototypeMatchAll
code-creation,Builtin,3,5000,0x7ff75b21cbf0,9643,RegExpStringIteratorPrototypeNext
code-creation,Builtin,3,5000,0x7ff75b21f1b0,8918,RegExpMatchFast
code-creation,Builtin,3,5000,0x7ff75b221490,3974,RegExpPrototypeMatch
code-creation,Builtin,3,5000,0x7ff75b222430,6854,RegExpReplace
code-creation,Builtin,3,5000,0x7ff75b223f10,568,RegExpPrototypeReplace
code-creation,Builtin,3,5000,0x7ff75b224150,1670,RegExpSearchFast
code-creation,Builtin,3,5000,0x7ff75b2247f0,1826,RegExpPrototypeSearch
code-creation,Builtin,3,5000,0x7ff75b224f30,239,RegExpPrototypeSourceGetter
code-creation,Builtin,3,5000,0x7ff75b225030,5088,RegExpSplit
code-creation,Builtin,3,5000,0x7ff75b226430,514,RegExpPrototypeSplit
code-creation,Builtin,3,5000,0x7ff75b226650,2428,RegExpPrototypeTest
code-creation,Builtin,3,5000,0x7ff75b226fd0,1434,RegExpPrototypeTestFast
code-creation,Builtin,3,5000,0x7ff75b227570,267,RegExpPrototypeGlobalGetter
code-creation,Builtin,3,5000,0x7ff75b227690,283,RegExpPrototypeIgnoreCaseGetter
code-creation,Builtin,3,5000,0x7ff75b2277b0,283,RegExpPrototypeMultilineGetter
code-creation,Builtin,3,5000,0x7ff75b2278d0,242,RegExpPrototypeDotAllGetter
code-creation,Builtin,3,5000,0x7ff75b2279d0,283,RegExpPrototypeStickyGetter
code-creation,Builtin,3,5000,0x7ff75b227af0,283,RegExpPrototypeUnicodeGetter
code-creation,Builtin,3,5000,0x7ff75b227c10,2028,RegExpPrototypeFlagsGetter
code-creation,Builtin,3,5000,0x7ff75b228410,2928,StringPrototypeEndsWith
code-creation,Builtin,3,5000,0x7ff75b228f90,740,CreateHTML
code-creation,Builtin,3,5000,0x7ff75b229290,194,StringPrototypeAnchor
code-creation,Builtin,3,5000,0x7ff75b229370,178,StringPrototypeBig
code-creation,Builtin,3,5000,0x7ff75b229430,178,StringPrototypeBlink
code-creation,Builtin,3,5000,0x7ff75b2294f0,178,StringPrototypeBold
code-creation,Builtin,3,5000,0x7ff75b2295b0,202,StringPrototypeFontcolor
code-creation,Builtin,3,5000,0x7ff75b229690,202,StringPrototypeFontsize
code-creation,Builtin,3,5000,0x7ff75b229770,178,StringPrototypeFixed
code-creation,Builtin,3,5000,0x7ff75b229830,178,StringPrototypeItalics
code-creation,Builtin,3,5000,0x7ff75b2298f0,202,StringPrototypeLink
code-creation,Builtin,3,5000,0x7ff75b2299d0,178,StringPrototypeSmall
code-creation,Builtin,3,5000,0x7ff75b229a90,178,StringPrototypeStrike
code-creation,Builtin,3,5000,0x7ff75b229b50,178,StringPrototypeSub
code-creation,Builtin,3,5000,0x7ff75b229c10,178,StringPrototypeSup
code-creation,Builtin,3,5000,0x7ff75b229cd0,413,StringPrototypeIterator
code-creation,Builtin,3,5000,0x7ff75b229e70,2190,StringIteratorPrototypeNext
code-creation,Builtin,3,5000,0x7ff75b22a710,1014,StringPrototypePadStart
code-creation,Builtin,3,5000,0x7ff75b22ab10,1018,StringPrototypePadEnd
code-creation,Builtin,3,5000,0x7ff75b22af10,178,StringRepeat
code-creation,Builtin,3,5000,0x7ff75b22afd0,508,StringPrototypeRepeat
code-creation,Builtin,3,5000,0x7ff75b22b1d0,11048,StringPrototypeReplaceAll
code-creation,Builtin,3,5000,0x7ff75b22dd10,3638,StringPrototypeSlice
code-creation,Builtin,3,5000,0x7ff75b22eb50,2932,StringPrototypeStartsWith
code-creation,Builtin,3,5000,0x7ff75b22f6d0,3514,StringPrototypeSubstring
code-creation,Builtin,3,5000,0x7ff75b230490,3578,StringPrototypeSubstr
code-creation,Builtin,3,5000,0x7ff75b231290,178,SymbolPrototypeDescriptionGetter
code-creation,Builtin,3,5000,0x7ff75b231350,170,SymbolPrototypeToPrimitive
code-creation,Builtin,3,5000,0x7ff75b231410,203,SymbolPrototypeToString
code-creation,Builtin,3,5000,0x7ff75b2314f0,170,SymbolPrototypeValueOf
code-creation,Builtin,3,5000,0x7ff75b2315b0,8376,CreateTypedArray
code-creation,Builtin,3,5000,0x7ff75b233670,1122,TypedArrayPrototypeEvery
code-creation,Builtin,3,5000,0x7ff75b233af0,3618,TypedArrayPrototypeFilter
code-creation,Builtin,3,5000,0x7ff75b234930,1118,TypedArrayPrototypeFind
code-creation,Builtin,3,5000,0x7ff75b234d90,1122,TypedArrayPrototypeFindIndex
code-creation,Builtin,3,5000,0x7ff75b235210,978,TypedArrayPrototypeForEach
code-creation,Builtin,3,5000,0x7ff75b2355f0,2432,TypedArrayFrom
code-creation,Builtin,3,5000,0x7ff75b235f90,1138,TypedArrayOf
code-creation,Builtin,3,5000,0x7ff75b236410,1072,TypedArrayPrototypeReduce
code-creation,Builtin,3,5000,0x7ff75b236850,1064,TypedArrayPrototypeReduceRight
code-creation,Builtin,3,5000,0x7ff75b236c90,2304,TypedArrayPrototypeSet
code-creation,Builtin,3,5000,0x7ff75b2375b0,2698,TypedArrayPrototypeSlice
code-creation,Builtin,3,5000,0x7ff75b238050,1114,TypedArrayPrototypeSome
code-creation,Builtin,3,5000,0x7ff75b2384b0,1250,TypedArrayMergeSort
code-creation,Builtin,3,5000,0x7ff75b2389b0,1806,TypedArrayPrototypeSort
code-creation,Builtin,3,7000,0x7ff75b2390d0,2496,TypedArrayPrototypeSubArray
code-creation,Builtin,3,7000,0x7ff75b239ab0,12,GenericBuiltinTest_JSAny_0
code-creation,Builtin,3,7000,0x7ff75b239ad0,28,TestHelperPlus1
code-creation,Builtin,3,7000,0x7ff75b239af0,28,TestHelperPlus2
code-creation,Builtin,3,7000,0x7ff75b239b10,145,NewSmiBox
code-creation,Builtin,3,7000,0x7ff75b239bb0,44,Load_FastSmiElements_0
code-creation,Builtin,3,7000,0x7ff75b239bf0,44,Load_FastObjectElements_0
code-creation,Builtin,3,7000,0x7ff75b239c30,169,Load_FastDoubleElements_0
code-creation,Builtin,3,7000,0x7ff75b239cf0,40,Store_FastSmiElements_0
code-creation,Builtin,3,7000,0x7ff75b239d30,124,Store_FastObjectElements_0
code-creation,Builtin,3,7000,0x7ff75b239db0,56,Store_FastDoubleElements_0
code-creation,Builtin,3,7000,0x7ff75b239df0,48,Delete_FastSmiElements_0
code-creation,Builtin,3,7000,0x7ff75b239e30,48,Delete_FastObjectElements_0
code-creation,Builtin,3,7000,0x7ff75b239e70,56,Delete_FastDoubleElements_0
code-creation,Builtin,3,7000,0x7ff75b239eb0,380,SortCompareDefault
code-creation,Builtin,3,7000,0x7ff75b23a030,126,SortCompareUserFn
code-creation,Builtin,3,7000,0x7ff75b23a0b0,16,CanUseSameAccessor_GenericElementsAccessor_0
code-creation,Builtin,3,7000,0x7ff75b23a0d0,372,Copy
code-creation,Builtin,3,7000,0x7ff75b23a250,6762,MergeAt
code-creation,Builtin,3,7000,0x7ff75b23bcd0,846,GallopLeft
code-creation,Builtin,3,7000,0x7ff75b23c030,874,GallopRight
code-creation,Builtin,3,7000,0x7ff75b23c3b0,4236,ArrayTimSort
code-creation,Builtin,3,7000,0x7ff75b23d450,2368,ArrayPrototypeSort
code-creation,Builtin,3,7000,0x7ff75b23ddb0,206,LoadJoinElement_GenericElementsAccessor_0
code-creation,Builtin,3,7000,0x7ff75b23de90,32,LoadJoinTypedElement_Int32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23ded0,137,LoadJoinTypedElement_Float32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23df70,133,LoadJoinTypedElement_Float64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e010,32,LoadJoinTypedElement_Uint8ClampedElements_0
code-creation,Builtin,3,7000,0x7ff75b23e050,301,LoadJoinTypedElement_BigUint64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e190,325,LoadJoinTypedElement_BigInt64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e2f0,32,LoadJoinTypedElement_Uint8Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e330,32,LoadJoinTypedElement_Int8Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e370,32,LoadJoinTypedElement_Uint16Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e3b0,32,LoadJoinTypedElement_Int16Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e3f0,153,LoadJoinTypedElement_Uint32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23e490,16,GenericBuiltinTest_Smi_0
code-creation,Builtin,3,7000,0x7ff75b23e4b0,40,CanUseSameAccessor_FastDoubleElements_0
code-creation,Builtin,3,7000,0x7ff75b23e4f0,40,CanUseSameAccessor_FastSmiElements_0
code-creation,Builtin,3,7000,0x7ff75b23e530,40,CanUseSameAccessor_FastObjectElements_0
code-creation,Builtin,3,7000,0x7ff75b23e570,2604,Load_GenericElementsAccessor_0
code-creation,Builtin,3,7000,0x7ff75b23efb0,45,Store_GenericElementsAccessor_0
code-creation,Builtin,3,7000,0x7ff75b23eff0,57,Delete_GenericElementsAccessor_0
code-creation,Builtin,3,7000,0x7ff75b23f030,32,LoadTypedElement_Int32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f070,185,StoreTypedElementNumeric_Int32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f130,205,StoreTypedElementJSAny_Int32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f210,137,LoadTypedElement_Float32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f2b0,40,StoreTypedElementNumeric_Float32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f2f0,181,StoreTypedElementJSAny_Float32Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f3b0,133,LoadTypedElement_Float64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f450,36,StoreTypedElementNumeric_Float64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f490,181,StoreTypedElementJSAny_Float64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f550,32,LoadTypedElement_Uint8ClampedElements_0
code-creation,Builtin,3,7000,0x7ff75b23f590,32,StoreTypedElementNumeric_Uint8ClampedElements_0
code-creation,Builtin,3,7000,0x7ff75b23f5d0,657,StoreTypedElementJSAny_Uint8ClampedElements_0
code-creation,Builtin,3,7000,0x7ff75b23f870,301,LoadTypedElement_BigUint64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23f9b0,72,StoreTypedElementNumeric_BigUint64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23fa10,238,StoreTypedElementJSAny_BigUint64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23fb10,325,LoadTypedElement_BigInt64Elements_0
code-creation,Builtin,3,7000,0x7ff75b23fc70,72,StoreTypedElementNumeric_BigInt64Elements_0
